FIPS,POPULATION,HOUSEHOLDS,RENTER_OCC,SQMI,renterRate,popDensity
060372676002,637.000000,268.000000,114.000000,0.190000,0.425373,3352.631579
060372737003,1115.000000,455.000000,195.000000,0.100000,0.428571,11150.000000
060372715003,1469.000000,629.000000,258.000000,0.180000,0.410175,8161.111111
060377015022,1405.000000,715.000000,645.000000,0.080000,0.902098,17562.500000
060372713002,879.000000,404.000000,164.000000,0.110000,0.405941,7990.909091
060377017012,1339.000000,646.000000,469.000000,0.100000,0.726006,13390.000000
060372741002,906.000000,405.000000,168.000000,0.090000,0.414815,10066.666667
060372734021,618.000000,382.000000,324.000000,0.040000,0.848168,15450.000000
060372721002,861.000000,360.000000,171.000000,0.080000,0.475000,10762.500000
060377028033,1252.000000,485.000000,204.000000,0.170000,0.420619,7364.705882
060372732001,887.000000,370.000000,264.000000,0.070000,0.713514,12671.428571
060372753021,854.000000,352.000000,159.000000,0.070000,0.451705,12200.000000
060372754002,3059.000000,1198.000000,689.000000,0.180000,0.575125,16994.444444
060372733003,1090.000000,488.000000,375.000000,0.070000,0.768443,15571.428571
060372714001,619.000000,243.000000,34.000000,0.090000,0.139918,6877.777778
060372719021,770.000000,281.000000,33.000000,0.100000,0.117438,7700.000000
060372723011,820.000000,352.000000,174.000000,0.070000,0.494318,11714.285714
060377019021,3143.000000,1575.000000,1554.000000,0.160000,0.986667,19643.750000
060372722021,1071.000000,433.000000,238.000000,0.070000,0.549654,15300.000000
060377022021,867.000000,415.000000,320.000000,0.060000,0.771084,14450.000000
060372752002,1333.000000,512.000000,315.000000,0.100000,0.615234,13330.000000
060372716001,1312.000000,535.000000,356.000000,0.080000,0.665421,16400.000000
060377022025,755.000000,387.000000,280.000000,0.050000,0.723514,15100.000000
060377022012,672.000000,327.000000,200.000000,0.080000,0.611621,8400.000000
060377020023,1549.000000,786.000000,561.000000,0.100000,0.713740,15490.000000
060372738002,998.000000,450.000000,282.000000,0.070000,0.626667,14257.142857
060377018011,962.000000,474.000000,315.000000,0.350000,0.664557,2748.571429
060372711002,862.000000,312.000000,63.000000,0.110000,0.201923,7836.363636
060377016023,923.000000,382.000000,273.000000,0.090000,0.714660,10255.555556
060377018015,2362.000000,1063.000000,991.000000,0.160000,0.932267,14762.500000
060372717021,1418.000000,659.000000,310.000000,0.120000,0.470410,11816.666667
060372734022,900.000000,651.000000,545.000000,0.190000,0.837174,4736.842105
060377020024,1488.000000,916.000000,678.000000,0.070000,0.740175,21257.142857
060377021027,1642.000000,931.000000,776.000000,0.060000,0.833512,27366.666667
060372741001,3651.000000,1928.000000,1322.000000,0.150000,0.685685,24340.000000
060377022022,626.000000,308.000000,136.000000,0.080000,0.441558,7825.000000
060372711003,1034.000000,424.000000,272.000000,0.100000,0.641509,10340.000000
060372719022,1383.000000,527.000000,297.000000,0.140000,0.563567,9878.571429
060377015013,2339.000000,1190.000000,993.000000,0.080000,0.834454,29237.500000
060372722011,1351.000000,593.000000,424.000000,0.070000,0.715008,19300.000000
060372713003,1434.000000,628.000000,279.000000,0.130000,0.444268,11030.769231
060372753111,1032.000000,435.000000,200.000000,0.090000,0.459770,11466.666667
060377018022,1047.000000,480.000000,398.000000,0.100000,0.829167,10470.000000
060372676003,806.000000,366.000000,225.000000,0.210000,0.614754,3838.095238
060372712001,1619.000000,680.000000,588.000000,0.100000,0.864706,16190.000000
060377013044,839.000000,364.000000,155.000000,0.110000,0.425824,7627.272727
060377018012,754.000000,274.000000,133.000000,0.080000,0.485401,9425.000000
060372717022,1010.000000,484.000000,378.000000,0.090000,0.780992,11222.222222
060372721001,989.000000,408.000000,137.000000,0.110000,0.335784,8990.909091
060377022011,1197.000000,548.000000,397.000000,0.180000,0.724453,6650.000000
060372736003,453.000000,207.000000,113.000000,0.040000,0.545894,11325.000000
060372721005,725.000000,325.000000,194.000000,0.100000,0.596923,7250.000000
060372752001,1480.000000,563.000000,543.000000,0.050000,0.964476,29600.000000
060372717023,1749.000000,720.000000,692.000000,0.070000,0.961111,24985.714286
060377023001,1284.000000,655.000000,391.000000,0.100000,0.596947,12840.000000
060372723013,861.000000,427.000000,314.000000,0.070000,0.735363,12300.000000
060372718013,683.000000,286.000000,264.000000,0.030000,0.923077,22766.666667
060377013021,2034.000000,1202.000000,928.000000,0.080000,0.772047,25425.000000
060372721004,927.000000,359.000000,94.000000,0.080000,0.261838,11587.500000
060372717012,904.000000,418.000000,198.000000,0.080000,0.473684,11300.000000
060377012022,1703.000000,901.000000,548.000000,0.080000,0.608213,21287.500000
060372735023,1006.000000,599.000000,508.000000,0.060000,0.848080,16766.666667
060372716003,590.000000,234.000000,12.000000,0.120000,0.051282,4916.666667
060372714003,1725.000000,690.000000,91.000000,0.220000,0.131884,7840.909091
060372736001,517.000000,258.000000,147.000000,0.050000,0.569767,10340.000000
060372731001,660.000000,260.000000,77.000000,0.180000,0.296154,3666.666667
060377018013,665.000000,229.000000,164.000000,0.060000,0.716157,11083.333333
060377019022,858.000000,554.000000,552.000000,0.120000,0.996390,7150.000000
060377017022,1246.000000,552.000000,519.000000,0.080000,0.940217,15575.000000
060377023003,1046.000000,489.000000,287.000000,0.100000,0.586912,10460.000000
060372734023,837.000000,496.000000,387.000000,0.040000,0.780242,20925.000000
060372719012,1219.000000,488.000000,205.000000,0.150000,0.420082,8126.666667
060377028031,675.000000,264.000000,226.000000,0.060000,0.856061,11250.000000
060372716004,1729.000000,667.000000,664.000000,0.060000,0.995502,28816.666667
060372723021,2187.000000,1055.000000,976.000000,0.120000,0.925118,18225.000000
060377015011,1663.000000,858.000000,593.000000,0.080000,0.691142,20787.500000
060372732003,723.000000,305.000000,182.000000,0.070000,0.596721,10328.571429
060372719023,2095.000000,988.000000,815.000000,0.120000,0.824899,17458.333333
060377018021,1816.000000,624.000000,550.000000,0.070000,0.881410,25942.857143
060377016022,1755.000000,844.000000,622.000000,0.090000,0.736967,19500.000000
060372733001,1852.000000,801.000000,654.000000,0.110000,0.816479,16836.363636
060377023005,1696.000000,752.000000,347.000000,0.160000,0.461436,10600.000000
060372737001,871.000000,368.000000,144.000000,0.090000,0.391304,9677.777778
060377022023,729.000000,276.000000,48.000000,0.080000,0.173913,9112.500000
060372713005,785.000000,322.000000,96.000000,0.120000,0.298137,6541.666667
060372715001,986.000000,455.000000,293.000000,0.080000,0.643956,12325.000000
060377017021,951.000000,477.000000,384.000000,0.080000,0.805031,11887.500000
060377022013,1093.000000,471.000000,245.000000,0.090000,0.520170,12144.444444
060372754001,1265.000000,465.000000,125.000000,0.110000,0.268817,11500.000000
060377021023,616.000000,286.000000,165.000000,0.040000,0.576923,15400.000000
060372722022,2481.000000,1086.000000,965.000000,0.060000,0.888582,41350.000000
060372736004,924.000000,401.000000,196.000000,0.070000,0.488778,13200.000000
060372738001,1611.000000,801.000000,578.000000,0.170000,0.721598,9476.470588
060372718012,2313.000000,1042.000000,923.000000,0.090000,0.885797,25700.000000
060377021026,761.000000,402.000000,294.000000,0.040000,0.731343,19025.000000
060372719013,818.000000,315.000000,232.000000,0.050000,0.736508,16360.000000
060377020021,1620.000000,1039.000000,883.000000,0.180000,0.849856,9000.000000
060377023002,1177.000000,573.000000,323.000000,0.510000,0.563700,2307.843137
060377028032,1109.000000,397.000000,287.000000,0.080000,0.722922,13862.500000
060372735021,669.000000,375.000000,339.000000,0.030000,0.904000,22300.000000
060377022015,741.000000,336.000000,233.000000,0.060000,0.693452,12350.000000
060377015021,1120.000000,424.000000,321.000000,0.080000,0.757075,14000.000000
060377022014,945.000000,511.000000,367.000000,0.070000,0.718200,13500.000000
060372734024,888.000000,566.000000,507.000000,0.040000,0.895760,22200.000000
060372732004,1140.000000,511.000000,422.000000,0.060000,0.825832,19000.000000
060372735022,378.000000,256.000000,243.000000,0.090000,0.949219,4200.000000
060372753023,1670.000000,929.000000,159.000000,0.110000,0.171152,15181.818182
060372713004,564.000000,263.000000,161.000000,0.050000,0.612167,11280.000000
060377014024,1734.000000,1055.000000,968.000000,0.060000,0.917536,28900.000000
060372753112,1188.000000,497.000000,197.000000,0.100000,0.396378,11880.000000
060372723022,1993.000000,825.000000,646.000000,0.080000,0.783030,24912.500000
060377013022,2842.000000,1639.000000,1375.000000,0.100000,0.838926,28420.000000
060372723012,1248.000000,498.000000,309.000000,0.100000,0.620482,12480.000000
060377015012,1347.000000,717.000000,585.000000,0.080000,0.815900,16837.500000
060377014023,1691.000000,1071.000000,941.000000,0.060000,0.878618,28183.333333
060372711001,640.000000,231.000000,36.000000,0.100000,0.155844,6400.000000
060377020022,1281.000000,713.000000,591.000000,0.090000,0.828892,14233.333333
060372712002,1131.000000,447.000000,365.000000,0.110000,0.816555,10281.818182
060372736002,573.000000,283.000000,130.000000,0.060000,0.459364,9550.000000
060372753114,1606.000000,661.000000,314.000000,0.220000,0.475038,7300.000000
060377018014,1601.000000,710.000000,638.000000,0.080000,0.898592,20012.500000
060372739021,1152.000000,504.000000,257.000000,0.100000,0.509921,11520.000000
060377018024,709.000000,255.000000,200.000000,0.240000,0.784314,2954.166667
060372739024,1004.000000,554.000000,293.000000,0.090000,0.528881,11155.555556
060372713001,820.000000,385.000000,152.000000,0.150000,0.394805,5466.666667
060372737002,945.000000,422.000000,274.000000,0.070000,0.649289,13500.000000
060372717011,811.000000,338.000000,117.000000,0.110000,0.346154,7372.727273
060377021025,751.000000,436.000000,383.000000,0.030000,0.878440,25033.333333
060372715002,643.000000,247.000000,26.000000,0.090000,0.105263,7144.444444
060377015023,1423.000000,788.000000,658.000000,0.080000,0.835025,17787.500000
060377019023,1153.000000,475.000000,434.000000,0.430000,0.913684,2681.395349
060372721003,847.000000,323.000000,111.000000,0.090000,0.343653,9411.111111
060372753113,1223.000000,609.000000,416.000000,0.090000,0.683087,13588.888889
060372732002,1123.000000,400.000000,292.000000,0.050000,0.730000,22460.000000
060372739025,476.000000,262.000000,144.000000,0.030000,0.549618,15866.666667
060372714002,1055.000000,411.000000,55.000000,0.130000,0.133820,8115.384615
060377017023,1368.000000,651.000000,606.000000,0.080000,0.930876,17100.000000
060377021022,659.000000,310.000000,188.000000,0.040000,0.606452,16475.000000
060377023004,1351.000000,505.000000,203.000000,0.140000,0.401980,9650.000000
060377017013,448.000000,268.000000,180.000000,0.070000,0.671642,6400.000000
060372733002,943.000000,350.000000,294.000000,0.040000,0.840000,23575.000000
060372719011,1116.000000,483.000000,433.000000,0.050000,0.896480,22320.000000
060377021021,1407.000000,933.000000,709.000000,0.130000,0.759914,10823.076923
060377021024,755.000000,495.000000,376.000000,0.070000,0.759596,10785.714286
060372738003,587.000000,318.000000,226.000000,0.060000,0.710692,9783.333333
060372731002,1338.000000,280.000000,109.000000,0.170000,0.389286,7870.588235
060372735024,893.000000,535.000000,394.000000,0.060000,0.736449,14883.333333
060377022024,917.000000,326.000000,29.000000,0.120000,0.088957,7641.666667
060377012014,1068.000000,380.000000,40.000000,0.170000,0.105263,6282.352941
060372678001,804.000000,273.000000,63.000000,0.130000,0.230769,6184.615385
060372654102,950.000000,430.000000,181.000000,0.150000,0.420930,6333.333333
060372652022,493.000000,210.000000,78.000000,0.040000,0.371429,12325.000000
060372655101,3115.000000,1660.000000,1389.000000,0.120000,0.836747,25958.333333
060377012021,1758.000000,886.000000,593.000000,0.080000,0.669300,21975.000000
060372623021,1465.000000,663.000000,211.000000,0.770000,0.318250,1902.597403
060372652021,621.000000,399.000000,329.000000,0.020000,0.824561,31050.000000
060372674021,2120.000000,1019.000000,845.000000,0.080000,0.829244,26500.000000
060372655202,956.000000,429.000000,255.000000,0.060000,0.594406,15933.333333
060372623031,1502.000000,538.000000,57.000000,0.330000,0.105948,4551.515152
060372641031,2440.000000,1414.000000,980.000000,0.090000,0.693069,27111.111111
060372656011,1154.000000,471.000000,235.000000,0.110000,0.498938,10490.909091
060372674032,900.000000,506.000000,421.000000,0.030000,0.832016,30000.000000
060372640002,1320.000000,566.000000,126.000000,0.240000,0.222615,5500.000000
060372675011,2067.000000,984.000000,788.000000,0.080000,0.800813,25837.500000
060377012011,819.000000,267.000000,23.000000,0.190000,0.086142,4310.526316
060372654201,815.000000,315.000000,21.000000,0.150000,0.066667,5433.333333
060372654101,684.000000,205.000000,42.000000,0.060000,0.204878,11400.000000
060372651002,1260.000000,568.000000,70.000000,0.760000,0.123239,1657.894737
060377016012,1860.000000,757.000000,333.000000,0.200000,0.439894,9300.000000
060372643021,2341.000000,1158.000000,755.000000,0.120000,0.651986,19508.333333
060377011001,778.000000,77.000000,61.000000,0.960000,0.792208,810.416667
060377012015,814.000000,288.000000,48.000000,0.120000,0.166667,6783.333333
060372621002,592.000000,202.000000,18.000000,0.620000,0.089109,954.838710
060372652023,789.000000,413.000000,413.000000,0.080000,1.000000,9862.500000
060372671002,1015.000000,412.000000,126.000000,0.110000,0.305825,9227.272727
060372677002,1624.000000,682.000000,403.000000,0.260000,0.590909,6246.153846
060372673002,2496.000000,1340.000000,1202.000000,0.100000,0.897015,24960.000000
060372643013,1652.000000,990.000000,819.000000,0.060000,0.827273,27533.333333
060372656021,1276.000000,660.000000,192.000000,0.050000,0.290909,25520.000000
060372657001,1966.000000,1107.000000,543.000000,0.090000,0.490515,21844.444444
060377016013,730.000000,291.000000,123.000000,0.070000,0.422680,10428.571429
060372622002,1175.000000,483.000000,150.000000,0.470000,0.310559,2500.000000
060372623022,1441.000000,535.000000,61.000000,0.430000,0.114019,3351.162791
060372675012,1541.000000,715.000000,574.000000,0.050000,0.802797,30820.000000
060372657003,1124.000000,563.000000,308.000000,0.080000,0.547069,14050.000000
060377012013,867.000000,304.000000,56.000000,0.110000,0.184211,7881.818182
060372671001,2251.000000,1048.000000,718.000000,0.080000,0.685115,28137.500000
060372623032,896.000000,310.000000,19.000000,0.270000,0.061290,3318.518519
060372679022,1390.000000,727.000000,403.000000,0.090000,0.554333,15444.444444
060372678003,1341.000000,559.000000,244.000000,0.190000,0.436494,7057.894737
060372643012,1936.000000,1164.000000,910.000000,0.060000,0.781787,32266.666667
060372678002,959.000000,384.000000,142.000000,0.120000,0.369792,7991.666667
060372652011,2121.000000,795.000000,258.000000,0.150000,0.324528,14140.000000
060372652024,1932.000000,1026.000000,625.000000,0.080000,0.609162,24150.000000
060372643022,2160.000000,1100.000000,710.000000,0.140000,0.645455,15428.571429
060372675021,1644.000000,849.000000,716.000000,0.080000,0.843345,20550.000000
060372672002,2080.000000,922.000000,473.000000,0.120000,0.513015,17333.333333
060372623033,1004.000000,380.000000,30.000000,0.390000,0.078947,2574.358974
060372653031,1799.000000,558.000000,533.000000,0.020000,0.955197,89950.000000
060372693004,944.000000,351.000000,95.000000,0.100000,0.270655,9440.000000
060372652012,560.000000,170.000000,133.000000,0.020000,0.782353,28000.000000
060372654202,1077.000000,419.000000,133.000000,0.130000,0.317422,8284.615385
060372651001,1334.000000,655.000000,280.000000,0.150000,0.427481,8893.333333
060372655102,1079.000000,639.000000,480.000000,0.030000,0.751174,35966.666667
060372675022,1799.000000,720.000000,510.000000,0.090000,0.708333,19988.888889
060372653041,2636.000000,741.000000,739.000000,0.030000,0.997301,87866.666667
060372672001,3141.000000,1510.000000,1021.000000,0.120000,0.676159,26175.000000
060372677001,1543.000000,847.000000,702.000000,0.050000,0.828808,30860.000000
060372674022,2864.000000,1471.000000,1279.000000,0.080000,0.869477,35800.000000
060377017011,1594.000000,793.000000,587.000000,0.080000,0.740227,19925.000000
060377012012,1058.000000,380.000000,62.000000,0.150000,0.163158,7053.333333
060372653051,4249.000000,2009.000000,1924.000000,0.120000,0.957690,35408.333333
060372640001,635.000000,220.000000,15.000000,0.260000,0.068182,2442.307692
060372674031,2313.000000,1184.000000,1100.000000,0.070000,0.929054,33042.857143
060372673001,1572.000000,644.000000,549.000000,0.070000,0.852484,22457.142857
060372643023,1396.000000,648.000000,291.000000,0.400000,0.449074,3490.000000
060372679021,1128.000000,395.000000,50.000000,0.140000,0.126582,8057.142857
060372656012,1927.000000,905.000000,529.000000,0.130000,0.584530,14823.076923
060372675013,1967.000000,788.000000,675.000000,0.050000,0.856599,39340.000000
060377007002,789.000000,247.000000,16.000000,0.380000,0.064777,2076.315789
060372653032,3076.000000,1174.000000,1131.000000,0.040000,0.963373,76900.000000
060372640003,1487.000000,543.000000,108.000000,0.220000,0.198895,6759.090909
060372671003,2267.000000,1086.000000,595.000000,0.130000,0.547882,17438.461538
060372656022,2017.000000,915.000000,383.000000,0.080000,0.418579,25212.500000
060372693005,617.000000,257.000000,115.000000,0.070000,0.447471,8814.285714
060372641021,3044.000000,1660.000000,1156.000000,0.160000,0.696386,19025.000000
060372672003,1023.000000,442.000000,166.000000,0.210000,0.375566,4871.428571
060372643011,1368.000000,715.000000,551.000000,0.050000,0.770629,27360.000000
060377016021,1577.000000,763.000000,516.000000,0.080000,0.676278,19712.500000
060372671004,879.000000,315.000000,22.000000,0.100000,0.069841,8790.000000
060377016014,1124.000000,519.000000,269.000000,0.090000,0.518304,12488.888889
060372655201,1042.000000,470.000000,299.000000,0.070000,0.636170,14885.714286
060372653011,9719.000000,8.000000,8.000000,0.620000,1.000000,15675.806452
060372655203,2846.000000,1385.000000,893.000000,0.170000,0.644765,16741.176471
060372676001,1193.000000,541.000000,313.000000,0.080000,0.578558,14912.500000
060372674041,2953.000000,1569.000000,1375.000000,0.110000,0.876354,26845.454545
060372657002,1761.000000,777.000000,346.000000,0.310000,0.445302,5680.645161
060372653042,1197.000000,355.000000,346.000000,0.020000,0.974648,59850.000000
060377016011,636.000000,246.000000,31.000000,0.120000,0.126016,5300.000000
060377025022,1041.000000,732.000000,240.000000,0.170000,0.327869,6123.529412
060372717014,1758.000000,795.000000,676.000000,0.080000,0.850314,21975.000000
060372701002,817.000000,494.000000,443.000000,0.100000,0.896761,8170.000000
060372756032,615.000000,226.000000,49.000000,0.070000,0.216814,8785.714286
060377028013,1356.000000,607.000000,329.000000,0.140000,0.542010,9685.714286
060377027002,915.000000,357.000000,107.000000,0.090000,0.299720,10166.666667
060377024003,760.000000,298.000000,183.000000,0.080000,0.614094,9500.000000
060372755002,885.000000,330.000000,159.000000,0.080000,0.481818,11062.500000
060372699043,1624.000000,691.000000,640.000000,0.050000,0.926194,32480.000000
060377026003,988.000000,332.000000,205.000000,0.140000,0.617470,7057.142857
060377025013,729.000000,339.000000,227.000000,0.060000,0.669617,12150.000000
060372717013,2556.000000,1254.000000,1053.000000,0.110000,0.839713,23236.363636
060372718023,1680.000000,619.000000,544.000000,0.050000,0.878837,33600.000000
060372718011,882.000000,362.000000,226.000000,0.060000,0.624309,14700.000000
060372701001,1862.000000,932.000000,876.000000,0.060000,0.939914,31033.333333
060377028012,1408.000000,518.000000,303.000000,0.150000,0.584942,9386.666667
060372756033,1191.000000,560.000000,198.000000,0.160000,0.353571,7443.750000
060372751011,1283.000000,482.000000,289.000000,0.140000,0.599585,9164.285714
060372699071,2832.000000,1385.000000,1272.000000,0.110000,0.918412,25745.454545
060372699031,3538.000000,1710.000000,1651.000000,0.110000,0.965497,32163.636364
060377028011,2686.000000,990.000000,805.000000,0.180000,0.813131,14922.222222
060372755004,2926.000000,811.000000,777.000000,0.090000,0.958076,32511.111111
060377027004,994.000000,361.000000,87.000000,0.120000,0.240997,8283.333333
060372693003,900.000000,326.000000,25.000000,0.170000,0.076687,5294.117647
060377025014,1869.000000,780.000000,227.000000,0.160000,0.291026,11681.250000
060377026005,734.000000,281.000000,52.000000,0.090000,0.185053,8155.555556
060372702003,1817.000000,529.000000,386.000000,0.100000,0.729679,18170.000000
060377026001,716.000000,269.000000,74.000000,0.110000,0.275093,6509.090909
060377025015,703.000000,268.000000,62.000000,0.090000,0.231343,7811.111111
060377030013,1801.000000,888.000000,271.000000,1.190000,0.305180,1513.445378
060377024001,1318.000000,615.000000,453.000000,0.200000,0.736585,6590.000000
060372718022,3363.000000,1532.000000,1424.000000,0.090000,0.929504,37366.666667
060372360004,777.000000,389.000000,80.000000,0.090000,0.205656,8633.333333
060372751022,988.000000,452.000000,331.000000,0.060000,0.732301,16466.666667
060372697002,1270.000000,532.000000,488.000000,0.090000,0.917293,14111.111111
060377024004,1176.000000,445.000000,211.000000,0.250000,0.474157,4704.000000
060372699061,3155.000000,1505.000000,1412.000000,0.080000,0.938206,39437.500000
060377025021,1060.000000,429.000000,99.000000,0.510000,0.230769,2078.431373
060372751021,3391.000000,874.000000,551.000000,0.190000,0.630435,17847.368421
060372699042,1960.000000,1022.000000,1017.000000,0.050000,0.995108,39200.000000
060372755003,769.000000,280.000000,87.000000,0.070000,0.310714,10985.714286
060377027001,842.000000,311.000000,56.000000,0.210000,0.180064,4009.523810
060372699052,1910.000000,969.000000,966.000000,0.050000,0.996904,38200.000000
060377030012,1847.000000,966.000000,448.000000,0.450000,0.463768,4104.444444
060377026004,1611.000000,595.000000,119.000000,0.290000,0.200000,5555.172414
060372702002,1005.000000,315.000000,166.000000,0.100000,0.526984,10050.000000
060372690005,1189.000000,496.000000,347.000000,0.130000,0.699597,9146.153846
060372718021,1269.000000,449.000000,293.000000,0.080000,0.652561,15862.500000
060372698002,2247.000000,994.000000,883.000000,0.080000,0.888330,28087.500000
060377028022,1260.000000,457.000000,191.000000,0.130000,0.417943,9692.307692
060372698001,1331.000000,606.000000,391.000000,0.100000,0.645215,13310.000000
060377025023,2085.000000,897.000000,225.000000,0.050000,0.250836,41700.000000
060372699041,659.000000,413.000000,372.000000,0.040000,0.900726,16475.000000
060377025011,837.000000,405.000000,293.000000,0.160000,0.723457,5231.250000
060372755001,923.000000,222.000000,152.000000,0.060000,0.684685,15383.333333
060372756031,924.000000,346.000000,189.000000,0.180000,0.546243,5133.333333
060377024005,636.000000,269.000000,118.000000,0.140000,0.438662,4542.857143
060377024002,796.000000,330.000000,229.000000,0.100000,0.693939,7960.000000
060377027003,732.000000,253.000000,49.000000,0.090000,0.193676,8133.333333
060372752003,1366.000000,508.000000,390.000000,0.040000,0.767717,34150.000000
060372699051,706.000000,308.000000,280.000000,0.040000,0.909091,17650.000000
060377030022,1179.000000,504.000000,140.000000,0.190000,0.277778,6205.263158
060377025012,673.000000,279.000000,147.000000,0.060000,0.526882,11216.666667
060372690003,648.000000,318.000000,132.000000,0.090000,0.415094,7200.000000
060372701003,2001.000000,953.000000,830.000000,0.060000,0.870934,33350.000000
060377026006,1275.000000,443.000000,94.000000,0.110000,0.212190,11590.909091
060377026002,983.000000,397.000000,36.000000,0.100000,0.090680,9830.000000
060377028021,997.000000,428.000000,296.000000,0.100000,0.691589,9970.000000
060372201003,891.000000,383.000000,244.000000,0.160000,0.637076,5568.750000
060372197002,1083.000000,341.000000,244.000000,0.070000,0.715543,15471.428571
060372199023,964.000000,273.000000,176.000000,0.060000,0.644689,16066.666667
060377031002,1182.000000,441.000000,41.000000,0.140000,0.092971,8442.857143
060377032003,754.000000,258.000000,43.000000,0.090000,0.166667,8377.777778
060377031006,683.000000,318.000000,194.000000,0.070000,0.610063,9757.142857
060372364003,1287.000000,591.000000,245.000000,0.180000,0.414552,7150.000000
060372362023,839.000000,433.000000,433.000000,0.060000,1.000000,13983.333333
060372361004,1876.000000,658.000000,652.000000,0.090000,0.990881,20844.444444
060372360002,1078.000000,469.000000,19.000000,1.130000,0.040512,953.982301
060372200004,831.000000,275.000000,130.000000,0.060000,0.472727,13850.000000
060372702001,1288.000000,384.000000,238.000000,0.090000,0.619792,14311.111111
060372360003,816.000000,363.000000,159.000000,0.100000,0.438017,8160.000000
060377032002,839.000000,311.000000,25.000000,0.120000,0.080386,6991.666667
060372351001,1235.000000,401.000000,82.000000,0.110000,0.204489,11227.272727
060372197003,1799.000000,533.000000,282.000000,0.260000,0.529081,6919.230769
060372342003,1037.000000,415.000000,153.000000,0.150000,0.368675,6913.333333
060377032006,1092.000000,419.000000,179.000000,0.150000,0.427208,7280.000000
060377032005,1069.000000,414.000000,48.000000,0.200000,0.115942,5345.000000
060372362041,2001.000000,743.000000,741.000000,0.060000,0.997308,33350.000000
060372187021,1249.000000,322.000000,212.000000,0.090000,0.658385,13877.777778
060372347004,804.000000,313.000000,203.000000,0.070000,0.648562,11485.714286
060372351002,1137.000000,403.000000,86.000000,0.110000,0.213400,10336.363636
060372193002,1012.000000,363.000000,269.000000,0.070000,0.741047,14457.142857
060372361002,909.000000,399.000000,318.000000,0.110000,0.796992,8263.636364
060372195001,640.000000,295.000000,114.000000,0.100000,0.386441,6400.000000
060372362021,2773.000000,879.000000,876.000000,0.050000,0.996587,55460.000000
060377030021,1302.000000,617.000000,296.000000,0.160000,0.479741,8137.500000
060372199021,2297.000000,613.000000,349.000000,0.100000,0.569331,22970.000000
060372360001,1480.000000,804.000000,167.000000,0.230000,0.207711,6434.782609
060372199012,1853.000000,515.000000,434.000000,0.060000,0.842718,30883.333333
060377031004,1245.000000,497.000000,253.000000,0.330000,0.509054,3772.727273
060372362042,1251.000000,491.000000,491.000000,0.030000,1.000000,41700.000000
060372201001,733.000000,286.000000,112.000000,0.140000,0.391608,5235.714286
060372200002,1127.000000,408.000000,249.000000,0.100000,0.610294,11270.000000
060372362032,1123.000000,463.000000,462.000000,0.030000,0.997840,37433.333333
060377031003,1113.000000,433.000000,109.000000,0.150000,0.251732,7420.000000
060372200003,781.000000,248.000000,135.000000,0.060000,0.544355,13016.666667
060372361003,2078.000000,973.000000,935.000000,0.080000,0.960946,25975.000000
060372199013,1777.000000,431.000000,278.000000,0.080000,0.645012,22212.500000
060372198003,1132.000000,299.000000,199.000000,0.070000,0.665552,16171.428571
060372198001,972.000000,296.000000,243.000000,0.040000,0.820946,24300.000000
060377032001,1123.000000,458.000000,117.000000,0.130000,0.255459,8638.461538
060372199022,952.000000,302.000000,93.000000,0.150000,0.307947,6346.666667
060372351004,1033.000000,409.000000,107.000000,0.110000,0.261614,9390.909091
060372346004,1594.000000,546.000000,142.000000,0.210000,0.260073,7590.476190
060377031005,811.000000,348.000000,143.000000,0.130000,0.410920,6238.461538
060377030024,1635.000000,658.000000,39.000000,0.580000,0.059271,2818.965517
060372199011,1775.000000,453.000000,325.000000,0.060000,0.717439,29583.333333
060377031001,711.000000,259.000000,11.000000,0.200000,0.042471,3555.000000
060372201002,731.000000,331.000000,192.000000,0.080000,0.580060,9137.500000
060372362022,2664.000000,903.000000,859.000000,0.050000,0.951274,53280.000000
060372364002,1499.000000,724.000000,401.000000,0.170000,0.553867,8817.647059
060372193003,1809.000000,611.000000,487.000000,0.080000,0.797054,22612.500000
060372362031,2732.000000,911.000000,892.000000,0.110000,0.979144,24836.363636
060377032004,951.000000,379.000000,97.000000,0.130000,0.255937,7315.384615
060372364001,1534.000000,587.000000,284.000000,0.170000,0.483816,9023.529412
060372200005,1376.000000,478.000000,404.000000,0.050000,0.845188,27520.000000
060372351003,1069.000000,431.000000,162.000000,0.110000,0.375870,9718.181818
060372195002,1071.000000,422.000000,110.000000,0.120000,0.260664,8925.000000
060372200001,1435.000000,505.000000,311.000000,0.110000,0.615842,13045.454545
060372361001,427.000000,302.000000,208.000000,0.080000,0.688742,5337.500000
060372361005,750.000000,236.000000,9.000000,0.070000,0.038136,10714.285714
060372197001,1552.000000,433.000000,185.000000,0.090000,0.427252,17244.444444
060372198002,1257.000000,357.000000,240.000000,0.060000,0.672269,20950.000000
060377008022,1556.000000,775.000000,555.000000,0.070000,0.716129,22228.571429
060372170011,1154.000000,358.000000,118.000000,0.100000,0.329609,11540.000000
060377008012,727.000000,224.000000,26.000000,0.100000,0.116071,7270.000000
060372679023,1029.000000,533.000000,252.000000,0.070000,0.472795,14700.000000
060377009021,1661.000000,669.000000,474.000000,0.080000,0.708520,20762.500000
060372164021,1267.000000,617.000000,473.000000,0.040000,0.766613,31675.000000
060372679011,1224.000000,593.000000,107.000000,0.370000,0.180438,3308.108108
